set,source_file,message,final_label
train,vto_logs.xlsx,Home Point Recorded.,57
train,vto_logs.xlsx,Home Point Recorded.,57
train,vto_logs.xlsx,Return-to-Home Altitude : 65FT,531
train,vto_logs.xlsx,Landing Gear Raising.,124
train,vto_logs.xlsx,Landing Gear Raised.,124
train,vto_logs.xlsx,Landing Gear Lowering.,146
train,vto_logs.xlsx,Landing Gear Lowered.,146
train,vto_logs.xlsx,Landing Gear Raising.,124
train,vto_logs.xlsx,Landing Gear Paused.,210
train,vto_logs.xlsx,"Aircraft is in Attitude mode, so that it will not hover. Please fly with caution.",265
train,vto_logs.xlsx,Data Recorder File Index is 21.,109
train,vto_logs.xlsx,Home Point Recorded.,57
train,vto_logs.xlsx,Home Point Updated.,166
train,vto_logs.xlsx,RTH Altitude : 65FT.,115
train,vto_logs.xlsx,Landing Gear Raising.,124
train,vto_logs.xlsx,Landing Gear Raised.,124
train,vto_logs.xlsx,Downlink Lost.,120
train,vto_logs.xlsx,Landing Gear Lowering.,146
train,vto_logs.xlsx,Landing Gear Lowered.,146
train,vto_logs.xlsx,"Aircraft is in Attitude mode, so that it will not hover. Please fly with caution.",265
train,vto_logs.xlsx,Home Point Recorded.,57
train,vto_logs.xlsx,Home Point Recorded.,57
train,vto_logs.xlsx,Landing Gear Raising.,124
train,vto_logs.xlsx,Landing Gear Raised.,124
train,vto_logs.xlsx,Landing Gear Lowering.,146
train,vto_logs.xlsx,Landing Gear Lowered.,146
train,vto_logs.xlsx,Landing Gear Raising.,124
train,vto_logs.xlsx,Landing Gear Paused.,210
train,vto_logs.xlsx,"Aircraft is in Attitude mode, so that it will not hover. Please fly with caution.",265
train,vto_logs.xlsx,Landing Gear Raising.,124
train,vto_logs.xlsx,Landing Gear Raised.,124
train,vto_logs.xlsx,Command Timeout,119
train,vto_logs.xlsx,Low Power. Aircraft is returning to the Home Point.,133
train,vto_logs.xlsx,Low Power. Aircraft is returning to the Home Point.,133
train,vto_logs.xlsx,Landing Gear Lowering.,146
train,vto_logs.xlsx,Landing Gear Lowered.,146
train,vto_logs.xlsx,Landing Gear Raising.,124
train,vto_logs.xlsx,Landing Gear Raised.,124
train,vto_logs.xlsx,Command Timeout,119
train,vto_logs.xlsx,Low Power. Aircraft is returning to the Home Point.,133
train,vto_logs.xlsx,Low Power. Aircraft is returning to the Home Point.,133
train,vto_logs.xlsx,Landing Gear Lowering.,146
train,vto_logs.xlsx,Landing Gear Lowered.,146
train,vto_logs.xlsx,Data Recorder File Index is 8.,532
train,vto_logs.xlsx,Home Point Updated.,166
train,vto_logs.xlsx,Exited Visual Avoidance System.,3
train,vto_logs.xlsx,Motors Started.,97
train,vto_logs.xlsx,Landing Gear Raising.,124
train,vto_logs.xlsx,Landing Gear Raised.,124
train,vto_logs.xlsx,Aircraft is returning to the Home Point. Minimum RTH Altitude is 30m. You can reset the RTH Altitude in Remote Controller Settings after cancelling RTH if necessary.,74
train,vto_logs.xlsx,Landing Gear Lowering.,146
train,vto_logs.xlsx,Landing Gear Lowered.,146
train,vto_logs.xlsx,Strong wireless interference. Please fly with caution. Obstacle Avoidance Disabled. Landing gear lowered. Obstacle Avoidance Disabled.,418
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,Strong wireless interference. Please fly with caution.,445
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,Strong wireless interference. Please fly with caution.,445
train,vto_logs.xlsx,Obstacle Avoidance Disabled. Landing gear lowered. Obstacle Avoidance Disabled.,89
train,vto_logs.xlsx,Data Recorder File Index is 8.,532
train,vto_logs.xlsx,Obstacle Avoidance Disabled. Landing gear lowered. Obstacle Avoidance Disabled.,89
train,vto_logs.xlsx,Strong wireless interference. Please fly with caution.,445
train,vto_logs.xlsx,Strong wireless interference. Please fly with caution.,445
train,vto_logs.xlsx,Obstacle Avoidance Disabled.,149
train,vto_logs.xlsx,Landing gear lowered. Obstacle Avoidance Disabled.,89
train,vto_logs.xlsx,Landing Gear Raising.,124
train,vto_logs.xlsx,Landing Gear Raised.,124
train,vto_logs.xlsx,Motors Started.,97
train,vto_logs.xlsx,Strong wireless interference. Please fly with caution.,445
train,vto_logs.xlsx,Strong wireless interference. Please fly with caution.,445
train,vto_logs.xlsx,Landing Gear Lowering.,146
train,vto_logs.xlsx,Landing Gear Lowered.,146
train,vto_logs.xlsx,Home Point Recorded. RTH Altitude : 30m.,529
train,vto_logs.xlsx,Landing gear lowered. Obstacle Avoidance Disabled.,89
train,vto_logs.xlsx,Aircraft is returning to the Home Point. Minimum RTH Altitude is 30m. You can reset the RTH Altitude in Remote Controller Settings after cancelling RTH.,74
train,vto_logs.xlsx,Obstacle Avoidance will be disabled in landing.,444
train,vto_logs.xlsx,Landing gear lowered. Obstacle Avoidance Disabled.,89
train,vto_logs.xlsx,Landing Protection Activated. Aircraft will decelerate during landing.,258
train,vto_logs.xlsx,Ground Plain. Safe to Land.,145
train,vto_logs.xlsx,Taking Off.,528
train,vto_logs.xlsx,Taking Off.,528
train,vto_logs.xlsx,Home Point Recorded. RTH Altitude : 30m.,529
train,vto_logs.xlsx,Fly with caution and ensure the aircraft remains within your line of sight.,360
train,vto_logs.xlsx,Fly with caution and ensure the aircraft remains within your line of sight.,360
train,vto_logs.xlsx,Image Transmission Recovered. Aircraft is returning home.,10
train,vto_logs.xlsx,Obstacle Avoidance will be disabled in landing.,444
train,vto_logs.xlsx,Landing gear lowered. Obstacle Avoidance Disabled.,89
train,vto_logs.xlsx,Landing Protection Activated. Aircraft will decelerate during landing.,258
train,vto_logs.xlsx,Ground Plain. Safe to Land.,145
train,vto_logs.xlsx,Strong wireless interference. Please fly with caution.,445
train,vto_logs.xlsx,Strong wireless interference. Please fly with caution.,445
train,vto_logs.xlsx,Motors Started.,97
train,vto_logs.xlsx,Obstacle Avoidance Disabled.,149
train,vto_logs.xlsx,Landing gear lowered. Obstacle Avoidance Disabled.,89
train,vto_logs.xlsx,Landing Gear Raising.,124
train,vto_logs.xlsx,"Home Point Recorded, Return-to-Home Altitude : 98FT",12
train,vto_logs.xlsx,Landing Gear Raised.,124
train,vto_logs.xlsx,Strong wireless interference. Please fly with caution.,445
train,vto_logs.xlsx,Strong wireless interference. Please fly with caution.,445
train,vto_logs.xlsx,Large Wind Velocity. Fly with caution.,108
train,vto_logs.xlsx,Large Wind Velocity. Fly with caution.,108
train,vto_logs.xlsx,Large Wind Velocity. Fly with caution.,108
train,vto_logs.xlsx,Magnetic Filed Interference. Exit P-GPS Mode,462
train,vto_logs.xlsx,Data Recorder File Index is 5.,109
train,vto_logs.xlsx,Motors Started.,97
train,vto_logs.xlsx,Motors Started.,97
train,vto_logs.xlsx,Downlink Lost.,120
train,vto_logs.xlsx,Downlink Restored (after 0m 1.5s).,211
train,vto_logs.xlsx,Obstacle Avoidance Disabled. Landing gear lowered. Obstacle Avoidance Disabled.,89
train,vto_logs.xlsx,Landing Gear Raising. Home Point Recorded,500
train,vto_logs.xlsx,Return-to-Home Altitude : 98FT.,95
train,vto_logs.xlsx,Home Point Updated.,166
train,vto_logs.xlsx,Landing Gear Raised.,124
train,vto_logs.xlsx,Strong wireless interference. Please fly with caution.,445
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,Strong wireless interference. Please fly with caution.,445
train,vto_logs.xlsx,Downlink Lost.,120
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,Large Wind Velocity.,288
train,vto_logs.xlsx,Large Wind Velocity.,288
train,vto_logs.xlsx,Large Wind Velocity.,288
train,vto_logs.xlsx,Yaw Error.,289
train,vto_logs.xlsx,Yaw Error.,289
train,vto_logs.xlsx,Yaw Error.,289
train,vto_logs.xlsx,Yaw Error.,289
train,vto_logs.xlsx,Yaw Error.,289
train,vto_logs.xlsx,Yaw Error.,289
train,vto_logs.xlsx,Yaw Error.,289
train,vto_logs.xlsx,Yaw Error.,289
train,vto_logs.xlsx,Yaw Error.,289
train,vto_logs.xlsx,Yaw Error.,289
train,vto_logs.xlsx,Yaw Error.,289
train,vto_logs.xlsx,Yaw Error.,289
train,vto_logs.xlsx,Yaw Error.,289
train,vto_logs.xlsx,Yaw Error.,289
train,vto_logs.xlsx,Yaw Error.,289
train,vto_logs.xlsx,Yaw Error.,289
train,vto_logs.xlsx,Yaw Error.,289
train,vto_logs.xlsx,Magnetic Filed Interference. Exit P-GPS Mode. Yaw Error.,144
train,vto_logs.xlsx,Yaw Error.,289
train,vto_logs.xlsx,Yaw Error.,289
train,vto_logs.xlsx,Yaw Error.,289
train,vto_logs.xlsx,Yaw Error.,289
train,vto_logs.xlsx,Yaw Error.,289
train,vto_logs.xlsx,Yaw Error.,289
train,vto_logs.xlsx,Yaw Error.,289
train,vto_logs.xlsx,Yaw Error.,289
train,vto_logs.xlsx,Yaw Error.,289
train,vto_logs.xlsx,Yaw Error.,289
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,Downlink Lost.,120
train,vto_logs.xlsx,Downlink Lost.,120
train,vto_logs.xlsx,Taking Off.,528
train,vto_logs.xlsx,Taking Off.,528
train,vto_logs.xlsx,Home Point Recorded. RTH Altitude : 30m.,529
train,vto_logs.xlsx,Landing gear lowered. Obstacle Avoidance Disabled.,89
train,vto_logs.xlsx,Current RTH route will pass a No-Fly zone. Pay attention to the aircraft's position to avoid RTH failure.,247
train,vto_logs.xlsx,Compass Error. Exit P-GPS Mode,11
train,vto_logs.xlsx,In Flight.,363
train,vto_logs.xlsx,Max Flight Distance Reached. Adjust in Main Controller Settings if necessary.,44
train,vto_logs.xlsx,The remaining battery is only enough for RTH. Return home now.,86
train,vto_logs.xlsx,Low Power. Aircraft is returning to the Home Point.,133
train,vto_logs.xlsx,Fly with caution and ensure the aircraft remains within your line of sight.,360
train,vto_logs.xlsx,The remaining battery is only enough for RTH. Return home now.,86
train,vto_logs.xlsx,Obstacle Avoidance will be disabled in landing.,444
train,vto_logs.xlsx,Landing gear lowered. Obstacle Avoidance Disabled.,89
train,vto_logs.xlsx,Landing Protection Activated. Aircraft will decelerate during landing.,258
train,vto_logs.xlsx,Ground Plain. Safe to Land.,145
train,vto_logs.xlsx,Taking Off.,528
train,vto_logs.xlsx,Taking Off.,528
train,vto_logs.xlsx,Home Point Recorded. RTH Altitude : 30m.,529
train,vto_logs.xlsx,Landing gear lowered. Obstacle Avoidance Disabled.,89
train,vto_logs.xlsx,Max Flight Altitude Reached. Adjust in Main Controller Settings if necessary,15
train,vto_logs.xlsx,Subject too Small. Get Closer and retry,40
train,vto_logs.xlsx,Max Flight Distance Reached. Adjust in Main Controller Settings if necessary.,44
train,vto_logs.xlsx,Aircraft is returning to the Home Point. Minimum RTH Altitude is 30m. You can reset the RTH Altitude in Remote Controller Settings after cancelling RTH.,74
train,vto_logs.xlsx,Max Flight Altitude Reached. Adjust in Main Controller Settings if necessary,15
train,vto_logs.xlsx,Obstacle Avoidance will be disabled in landing.,444
train,vto_logs.xlsx,Landing gear lowered. Obstacle Avoidance Disabled.,89
train,vto_logs.xlsx,Landing Protection Activated. Aircraft will decelerate during landing.,258
train,vto_logs.xlsx,Ground Plain. Safe to Land.,145
train,vto_logs.xlsx,Taking Off.,528
train,vto_logs.xlsx,Taking Off.,528
train,vto_logs.xlsx,Home Point Recorded. RTH Altitude : 30m.,529
train,vto_logs.xlsx,Landing gear lowered. Obstacle Avoidance Disabled.,89
train,vto_logs.xlsx,Aircraft close to Home Point. go home shifts to landing.,50
train,vto_logs.xlsx,Obstacle Avoidance will be disabled in landing.,444
train,vto_logs.xlsx,Landing gear lowered. Obstacle Avoidance Disabled.,89
train,vto_logs.xlsx,Landing Protection Activated. Aircraft will decelerate during landing.,258
train,vto_logs.xlsx,Landing Canceled.,410
train,vto_logs.xlsx,Aircraft close to Home Point. go home shifts to landing.,50
train,vto_logs.xlsx,Obstacle Avoidance will be disabled in landing.,444
train,vto_logs.xlsx,Landing Protection Activated. Aircraft will decelerate during landing.,258
train,vto_logs.xlsx,Landing gear lowered. Obstacle Avoidance Disabled.,89
train,vto_logs.xlsx,Obstacle Avoidance will be disabled in landing.,444
train,vto_logs.xlsx,Landing.,280
train,vto_logs.xlsx,Landing Protection Activated. Aircraft will decelerate during landing.,258
train,vto_logs.xlsx,Landing gear lowered. Obstacle Avoidance Disabled.,89
train,vto_logs.xlsx,Ground Plain. Safe to Land.,145
train,vto_logs.xlsx,Obstacle Avoidance disabled.,149
train,vto_logs.xlsx,Landing gear lowered. Obstacle Avoidance has been disabled.,89
train,vto_logs.xlsx,Landing Gear Raising.,124
train,vto_logs.xlsx,Landing Gear Raised.,124
train,vto_logs.xlsx,Gimbal Pitch Limit Reached.,70
train,vto_logs.xlsx,Gimbal Roll Limit Reached.,384
train,vto_logs.xlsx,Gimbal Pitch Limit Reached.,70
train,vto_logs.xlsx,Obstacle Sensing will be disabled when aircraft is landing. Fly with caution.,169
train,vto_logs.xlsx,Landing Gear Lowering.,146
train,vto_logs.xlsx,Obstacle Avoidance disabled.,149
train,vto_logs.xlsx,Landing gear lowered. Obstacle Avoidance has been disabled.,89
train,vto_logs.xlsx,Landing Gear Lowered.,146
train,vto_logs.xlsx,Data Recorder File Index is 30.,532
train,vto_logs.xlsx,Home Point Updated.,166
train,vto_logs.xlsx,Obstacle Avoidance disabled. Landing gear lowered. Obstacle Avoidance has been disabled.,89
train,vto_logs.xlsx,Landing Gear Raising.,124
train,vto_logs.xlsx,Landing Gear Raised.,124
train,vto_logs.xlsx,Gimbal Pitch Limit Reached.,70
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,Gimbal Roll Limit Reached.,384
train,vto_logs.xlsx,Gimbal Pitch Limit Reached.,70
train,vto_logs.xlsx,Gimbal Pitch Limit Reached.,70
train,vto_logs.xlsx,Gimbal Pitch Limit Reached.,70
train,vto_logs.xlsx,Obstacle Sensing will be disabled when aircraft is landing. Fly with caution.,169
train,vto_logs.xlsx,Landing Gear Lowering.,146
